dataset,f1,f2,vae,knn,k,diff,absdiff
wall-following-robot,7,8,0.5586501620920011,0.740377247266307,1.0,0.1817270851743059,0.1817270851743059
waveform-1,10,19,0.5432540228287672,0.5555402741506397,3.0,0.012286251321872443,0.012286251321872443
waveform-1,19,20,0.5496722138234333,0.5543024801683492,1.0,0.004630266344915812,0.004630266344915812
waveform-1,13,20,0.5893962316149841,0.6517902168472195,27.0,0.06239398523223538,0.06239398523223538
waveform-1,9,11,0.6290514830643403,0.6559620409966487,27.0,0.026910557932308343,0.026910557932308343
waveform-1,7,9,0.6919039105318183,0.795397240179047,5.0,0.10349332964722868,0.10349332964722868
waveform-1,13,15,0.6501398248790424,0.7852885893656649,27.0,0.1351487644866225,0.1351487644866225
waveform-1,12,17,0.7285105212608949,0.7289231192538739,27.0,0.00041259799297899136,0.00041259799297899136
waveform-1,13,16,0.5763306285297782,0.7684866822621967,27.0,0.1921560537324185,0.1921560537324185
waveform-1,7,14,0.6296245358323134,0.7287626644684386,27.0,0.09913812863612526,0.09913812863612526
waveform-1,4,21,0.5808004400978157,0.6120432769418054,11.0,0.031242836843989652,0.031242836843989652
waveform-1,15,18,0.5614541786968779,0.618071792055751,11.0,0.056617613358873164,0.056617613358873164
waveform-1,8,16,0.5273002338059758,0.6781277220048869,27.0,0.15082748819891112,0.15082748819891112
waveform-1,11,15,0.6461742997256592,0.7241323981155824,27.0,0.07795809838992318,0.07795809838992318
waveform-1,8,12,0.5532251409650529,0.7733232476174646,27.0,0.2200981066524117,0.2200981066524117
waveform-1,2,11,0.52764406546299,0.6005822216155252,1.0,0.07293815615253518,0.07293815615253518
waveform-1,10,14,0.5950350708374456,0.7141842020941479,11.0,0.11914913125670235,0.11914913125670235
waveform-1,14,19,0.5557236510336657,0.693095860273085,27.0,0.13737220923941929,0.13737220923941929
waveform-1,8,11,0.6176133498454799,0.7723834410777175,27.0,0.15477009123223762,0.15477009123223762
waveform-1,18,19,0.5921927291063609,0.5876541511957685,5.0,-0.004538577910592423,0.004538577910592423
waveform-1,19,21,0.5319305001513501,0.5629441158927888,11.0,0.031013615741438683,0.031013615741438683
waveform-2,17,19,0.539861550456228,0.5489157841599528,27.0,0.009054233703724823,0.009054233703724823
waveform-2,7,12,0.5803190757883143,0.7648649887733187,27.0,0.18454591298500433,0.18454591298500433
waveform-2,12,13,0.5304405629697543,0.761312061621093,27.0,0.2308714986513387,0.2308714986513387
waveform-2,18,21,0.5446522715756087,0.5303259524251318,5.0,-0.014326319150476885,0.014326319150476885
waveform-2,17,18,0.5694539953420439,0.5404804474401823,1.0,-0.028973547901861574,0.028973547901861574
waveform-2,4,12,0.5367212212973755,0.7250722046542635,27.0,0.18835098335688794,0.18835098335688794
waveform-2,8,12,0.7664236922974051,0.7854261220374663,27.0,0.019002429740061166,0.019002429740061166
waveform-2,16,18,0.5561133269266423,0.6059918397313505,27.0,0.04987851280470823,0.04987851280470823
waveform-2,1,4,0.5326181634852175,0.5939577316320958,27.0,0.06133956814687824,0.06133956814687824
waveform-2,15,19,0.5261541282718493,0.6404896162907716,3.0,0.11433548801892235,0.11433548801892235
waveform-2,2,6,0.5681474350136295,0.734928712238743,27.0,0.1667812772251135,0.1667812772251135
waveform-2,2,17,0.5333287489140008,0.6010865080488172,5.0,0.06775775913481641,0.06775775913481641
waveform-2,10,17,0.5733049099156787,0.6182551689414846,3.0,0.04495025902580585,0.04495025902580585
waveform-2,7,20,0.5936597442056022,0.6515151515216248,27.0,0.05785540731602257,0.05785540731602257
waveform-2,13,16,0.6763168752653557,0.7481776922102943,27.0,0.07186081694493862,0.07186081694493862
waveform-2,6,10,0.7142529684130702,0.8350524916353825,27.0,0.12079952322231235,0.12079952322231235
waveform-2,9,21,0.5618438545878949,0.5424059047414317,27.0,-0.019437949846463187,0.019437949846463187
waveform-2,2,5,0.5810755054464104,0.5976023472208247,27.0,0.016526841774414325,0.016526841774414325
waveform-2,5,15,0.555311053038853,0.6913767019708295,27.0,0.13606564893197648,0.13606564893197648
waveform-2,4,6,0.6289597946295034,0.7995690643268053,11.0,0.17060926969730195,0.17060926969730195
wine,9,13,0.75,0.9318181818,5.0,0.18181818179999998,0.18181818179999998
wine,11,12,1.0,1.0,1.0,0.0,0.0
wine,3,9,1.0,0.86363636365,5.0,-0.13636363635000004,0.13636363635000004
wine,6,11,0.88636363635,0.9318181818,11.0,0.04545454544999994,0.04545454544999994
wine,5,10,0.97727272725,1.0,1.0,0.02272727274999997,0.02272727274999997
wine,1,3,0.9318181818,0.97727272725,1.0,0.04545454545000005,0.04545454545000005
wine,4,8,0.86363636365,0.88636363635,1.0,0.02272727270000008,0.02272727270000008
wine,7,9,0.95454545455,0.9318181818,11.0,-0.02272727274999997,0.02272727274999997
wine,10,13,1.0,1.0,1.0,0.0,0.0
wine,2,7,0.88636363635,0.86363636365,5.0,-0.02272727270000008,0.02272727270000008
wine,10,12,1.0,1.0,11.0,0.0,0.0
wine,3,8,0.88636363635,0.8409090909,1.0,-0.04545454545000005,0.04545454545000005
wine,3,11,0.9090909091,0.8181818182,5.0,-0.09090909089999999,0.09090909089999999
wine,3,13,0.7727272727500001,0.8409090909,27.0,0.0681818181499999,0.0681818181499999
wine,11,13,0.8181818182,0.9318181818,27.0,0.11363636359999996,0.11363636359999996
wine,4,13,0.8409090909,0.88636363635,3.0,0.04545454545000005,0.04545454545000005
wine,4,9,0.8409090909,1.0,3.0,0.1590909091,0.1590909091
wine,1,11,1.0,1.0,1.0,0.0,0.0
wine,6,7,0.86363636365,0.9318181818,3.0,0.06818181815000002,0.06818181815000002
wine,2,10,0.9318181818,1.0,1.0,0.06818181820000002,0.06818181820000002
yeast,1,3,0.8592715231750001,0.83733443708125,1.0,-0.021937086093750113,0.021937086093750113
yeast,2,5,0.59726821191875,0.9867549669,1.0,0.38948675498124996,0.38948675498124996
yeast,5,7,0.7905629139125001,0.99006622515,1.0,0.19950331123749987,0.19950331123749987
yeast,7,8,0.5869205297937501,0.87417218545,1.0,0.2872516556562499,0.2872516556562499
yeast,2,7,0.602649006625,0.73509933773125,1.0,0.13245033110625004,0.13245033110625004
yeast,5,6,0.59354304636875,0.985513245025,1.0,0.39197019865625005,0.39197019865625005
yeast,1,2,0.663907284775,0.63120860925625,5.0,-0.03269867551875005,0.03269867551875005
yeast,3,4,0.67673841059375,0.8174668874062501,1.0,0.14072847681250011,0.14072847681250011
yeast,1,7,0.56167218543125,0.69784768211875,1.0,0.13617549668750006,0.13617549668750006
yeast,2,6,0.59023178808125,0.9739238410625,1.0,0.38369205298125,0.38369205298125
yeast,3,8,0.5902317880875,0.7826986754812499,1.0,0.19246688739374995,0.19246688739374995
yeast,2,8,0.562913907275,0.8046357615999999,1.0,0.24172185432499993,0.24172185432499993
yeast,6,8,0.5923013245000001,0.96771523179375,1.0,0.3754139072937499,0.3754139072937499
yeast,3,5,0.5629139072875,0.98468543045625,1.0,0.42177152316875,0.42177152316875
yeast,5,8,0.6154801324375001,0.9834437086,1.0,0.36796357616249986,0.36796357616249986
yeast,4,6,0.6875000000062501,0.985513245025,1.0,0.29801324501874993,0.29801324501874993
yeast,4,7,0.6738410596,0.7193708609187499,1.0,0.04552980131874995,0.04552980131874995
yeast,2,4,0.58112582781875,0.6556291390687499,11.0,0.07450331124999987,0.07450331124999987
yeast,3,7,0.5682947019875,0.8418874172125,1.0,0.27359271522500006,0.27359271522500006
yeast,1,8,0.57243377484375,0.7880794702,1.0,0.21564569535625,0.21564569535625
